1	-0.02, -0.00, -0.81, 0.01, 0.00, 0.00
2	-0.06, -0.03, -0.85, 0.00, -0.01, 0.00
3	-0.04, -0.06, -0.83, 0.01, -0.02, 0.00
4	-0.01, -0.02, -0.80, 0.01, -0.02, 0.00
5	-0.05, 0.05, -0.84, 0.01, -0.01, 0.00
6	-0.02, 0.06, -0.81, 0.00, -0.01, -0.00
7	-0.04, 0.01, -0.83, -0.01, -0.01, -0.00
8	-0.01, -0.05, -0.80, 0.00, -0.01, 0.00
9	-0.03, -0.00, -0.82, 0.01, -0.01, 0.00
10	-0.04, -0.01, -0.83, 0.00, -0.01, 0.00
11	-0.02, -0.02, -0.81, 0.01, -0.02, -0.00
12	-0.00, 0.03, -0.79, 0.01, -0.01, -0.00
13	-0.03, 0.02, -0.82, 0.01, -0.01, -0.00
14	0.02, -0.02, -0.77, 0.00, -0.01, 0.00
15	-0.01, 0.04, -0.80, 0.01, -0.00, 0.00
16	-0.02, 0.05, -0.81, -0.00, 0.01, 0.00
17	-0.02, 0.00, -0.81, -0.01, 0.02, 0.00
18	-0.01, -0.05, -0.80, -0.01, 0.01, 0.00
19	0.02, 0.01, -0.77, 0.01, -0.01, 0.00
20	0.02, 0.06, -0.77, 0.01, -0.01, -0.00
21	-0.03, 0.11, -0.82, -0.01, -0.00, -0.01
22	-0.03, 0.01, -0.81, -0.02, -0.00, -0.01
23	-0.02, 0.03, -0.81, -0.02, -0.01, -0.01
24	0.02, 0.03, -0.77, -0.02, -0.01, -0.01
25	0.03, -0.01, -0.76, -0.03, 0.01, -0.00
26	0.01, -0.09, -0.78, -0.04, 0.02, -0.00
27	-0.03, -0.15, -0.82, -0.03, 0.03, -0.00
28	-0.04, -0.11, -0.83, -0.00, 0.03, 0.00
29	-0.06, 0.05, -0.85, 0.01, 0.02, 0.00
30	-0.04, 0.12, -0.82, 0.01, 0.02, 0.00
31	-0.03, 0.03, -0.82, -0.02, 0.02, 0.00
32	-0.06, -0.04, -0.84, -0.03, 0.02, -0.00
33	-0.08, -0.09, -0.87, -0.02, 0.01, -0.00
34	-0.07, -0.10, -0.85, -0.01, -0.00, -0.00
35	-0.03, -0.07, -0.82, -0.00, -0.01, -0.00
36	-0.04, 0.05, -0.82, 0.01, -0.01, -0.01
37	-0.03, 0.05, -0.82, -0.00, -0.01, -0.01
38	-0.06, -0.07, -0.85, -0.02, -0.01, -0.01
39	-0.03, -0.12, -0.82, -0.01, -0.02, -0.01
40	-0.03, -0.03, -0.82, 0.00, -0.03, -0.01
41	-0.01, 0.02, -0.79, -0.01, -0.02, -0.01
42	-0.02, -0.09, -0.81, -0.01, 0.02, -0.00
43	-0.02, -0.18, -0.81, -0.01, -0.00, -0.00
44	0.00, -0.05, -0.78, 0.01, -0.01, 0.00
45	0.01, 0.01, -0.78, 0.01, -0.00, 0.00
46	-0.04, -0.01, -0.82, 0.00, 0.00, 0.00
47	-0.02, -0.05, -0.80, -0.00, 0.00, 0.00
48	-0.02, -0.05, -0.80, 0.00, -0.00, 0.00
49	-0.01, -0.07, -0.79, 0.00, 0.00, 0.00
50	-0.03, -0.06, -0.82, -0.00, 0.00, 0.00
51	-0.04, -0.06, -0.82, -0.00, -0.00, -0.00
52	-0.03, -0.03, -0.81, -0.01, -0.00, -0.00
