1	8.53, 0.14, 6.63, 0.03, -0.14, 0.09
2	8.44, 0.08, 6.54, 0.00, 0.01, -0.06
3	8.40, 0.02, 6.50, -0.00, -0.01, -0.03
4	8.47, 0.10, 6.57, -0.00, 0.04, -0.06
5	8.51, 0.23, 6.61, 0.03, 0.06, -0.04
6	8.48, 0.32, 6.58, 0.05, 0.03, -0.00
7	8.36, 0.25, 6.46, 0.03, -0.02, -0.00
8	8.32, 0.07, 6.42, 0.02, -0.00, -0.02
9	8.44, 0.19, 6.55, 0.04, 0.01, -0.01
10	8.54, 0.18, 6.65, 0.04, -0.05, -0.01
11	8.52, 0.21, 6.62, 0.04, -0.06, -0.01
12	8.44, 0.22, 6.55, 0.06, -0.00, -0.01
13	8.35, 0.16, 6.45, 0.05, 0.06, -0.02
14	8.38, 0.24, 6.48, 0.05, 0.07, -0.02
15	8.43, 0.32, 6.53, 0.04, -0.03, -0.01
16	8.42, 0.40, 6.53, 0.05, 0.02, -0.00
17	8.40, 0.35, 6.51, 0.05, 0.03, 0.00
18	8.49, 0.41, 6.60, 0.04, -0.01, 0.00
19	8.54, 0.33, 6.64, 0.01, -0.04, 0.01
20	8.51, 0.30, 6.61, 0.00, -0.02, 0.02
21	8.38, 0.20, 6.48, 0.01, 0.01, 0.01
22	8.29, 0.17, 6.39, -0.00, 0.02, -0.00
23	8.34, 0.13, 6.44, -0.01, 0.02, -0.02
24	8.48, 0.41, 6.58, -0.01, -0.02, -0.01
25	8.44, 0.30, 6.54, -0.01, -0.00, -0.01
26	8.42, 0.34, 6.52, 0.01, 0.03, 0.00
27	8.39, 0.24, 6.50, 0.02, 0.02, 0.02
28	8.42, 0.32, 6.53, 0.01, -0.01, 0.02
29	8.41, 0.29, 6.51, -0.01, -0.03, -0.01
30	8.39, 0.25, 6.50, -0.00, -0.00, -0.02
31	8.35, 0.31, 6.45, 0.01, 0.02, -0.01
32	8.49, 0.31, 6.59, 0.03, -0.01, 0.01
33	8.41, 0.34, 6.51, 0.01, 0.00, -0.00
34	8.40, 0.24, 6.50, -0.01, 0.00, -0.02
35	8.42, 0.28, 6.53, 0.00, 0.01, -0.02
36	8.44, 0.28, 6.54, 0.03, 0.02, -0.01
37	8.47, 0.35, 6.57, 0.02, 0.00, 0.00
38	8.45, 0.35, 6.55, 0.01, 0.00, 0.00
39	8.34, 0.32, 6.44, 0.00, 0.01, -0.00
40	8.40, 0.29, 6.50, 0.01, -0.01, -0.01
41	8.43, 0.40, 6.54, 0.01, -0.03, -0.01
42	8.54, 0.36, 6.64, -0.00, -0.04, -0.00
43	8.45, 0.35, 6.55, -0.00, -0.00, 0.01
44	8.47, 0.37, 6.57, 0.01, 0.02, 0.02
45	8.36, 0.26, 6.46, -0.00, 0.01, 0.00
46	8.37, 0.28, 6.47, -0.02, 0.00, -0.00
47	8.29, 0.20, 6.39, -0.02, 0.01, -0.01
48	8.37, 0.21, 6.48, -0.01, 0.01, -0.01
49	8.48, 0.42, 6.58, 0.00, -0.02, -0.00
50	8.47, 0.32, 6.57, -0.02, -0.02, -0.01
51	8.38, 0.29, 6.49, -0.02, 0.00, -0.01
52	8.43, 0.34, 6.53, -0.01, 0.01, 0.00
53	8.46, 0.38, 6.56, 0.01, -0.02, 0.01
54	8.45, 0.33, 6.56, 0.00, -0.02, 0.01
55	8.46, 0.34, 6.56, 0.00, 0.00, 0.00
56	8.43, 0.19, 6.53, -0.01, 0.03, -0.01
57	8.42, 0.35, 6.52, -0.01, -0.00, -0.00
58	8.45, 0.39, 6.56, 0.00, -0.03, 0.00
59	8.49, 0.43, 6.59, 0.00, -0.02, 0.01
60	8.46, 0.29, 6.56, -0.01, -0.00, 0.01
61	8.42, 0.29, 6.52, -0.03, 0.01, 0.00
62	8.42, 0.25, 6.52, -0.02, -0.03, 0.00
63	8.48, 0.26, 6.58, -0.01, -0.02, 0.00
64	8.47, 0.23, 6.57, -0.00, 0.00, 0.00
65	8.44, 0.27, 6.54, -0.01, 0.02, -0.00
66	8.47, 0.29, 6.57, -0.00, 0.01, -0.00
67	8.40, 0.27, 6.50, -0.01, -0.01, -0.00
68	8.42, 0.30, 6.52, -0.01, -0.00, -0.01
69	8.49, 0.33, 6.59, -0.01, -0.01, -0.01
70	8.47, 0.30, 6.57, -0.01, -0.03, -0.01
71	8.42, 0.22, 6.52, -0.00, -0.03, 0.01
72	8.42, 0.27, 6.53, 0.01, -0.01, 0.01
73	8.42, 0.25, 6.52, -0.00, 0.00, 0.00
74	8.45, 0.24, 6.55, -0.02, -0.01, -0.01
75	8.42, 0.24, 6.52, -0.02, -0.02, -0.01
1	1.14, -3.14, -0.76, 0.41, 0.18, 0.14
2	0.19, -4.74, -1.71, -0.12, 0.45, -0.13
3	0.02, -4.74, -1.87, 0.19, 0.51, 0.03
4	0.38, -4.48, -1.52, 1.00, 0.68, 0.24
5	0.07, -2.32, -1.83, 1.83, 0.96, 0.46
6	-0.44, -0.05, -2.34, 1.45, 1.07, 0.32
7	-0.90, -1.53, -2.80, 0.22, 0.74, -0.20
8	-0.68, -3.44, -2.58, -0.53, 0.28, -0.49
9	-0.53, -3.17, -2.43, -0.06, 0.29, -0.23
10	-1.18, -0.29, -3.08, 0.79, 0.30, 0.11
11	-1.02, -1.07, -2.92, 0.11, 0.08, -0.05
12	-0.52, -1.51, -2.42, -0.06, -0.07, -0.09
13	-0.52, -2.18, -2.42, 0.01, -0.15, -0.11
14	-0.79, -3.03, -2.69, 0.12, -0.17, -0.11
15	-0.83, -2.48, -2.73, 0.23, -0.03, -0.04
16	-0.67, -2.06, -2.57, 0.09, 0.08, -0.02
17	-0.64, -1.90, -2.54, -0.01, 0.06, -0.02
18	-0.87, -2.18, -2.77, -0.11, 0.12, -0.01
19	-0.91, -2.29, -2.81, -0.11, 0.09, -0.01
20	-0.80, -2.34, -2.70, -0.11, 0.05, 0.03
21	-0.61, -1.68, -2.51, -0.12, 0.08, 0.12
22	-0.58, -1.23, -2.48, -0.15, 0.05, 0.22
23	-0.60, -2.14, -2.50, -0.16, -0.03, 0.21
24	-0.96, -2.66, -2.86, -0.09, -0.10, 0.17
25	-0.82, -3.17, -2.72, 0.00, -0.16, 0.13
26	-0.57, -2.81, -2.47, 0.33, -0.00, 0.14
27	-1.27, -1.95, -3.17, 0.61, 0.10, 0.15
28	-0.01, -1.01, -1.91, 0.47, -0.04, 0.04
29	-0.88, -1.40, -2.78, 0.31, 0.02, 0.06
30	-0.60, -1.81, -2.49, 0.19, -0.11, 0.01
31	-0.56, -1.96, -2.45, 0.18, -0.07, -0.02
32	-0.60, -1.73, -2.50, 0.30, -0.05, 0.01
33	-0.61, -1.40, -2.51, 0.30, -0.06, -0.00
34	-0.69, -1.45, -2.59, 0.14, -0.01, -0.04
35	-0.69, -1.64, -2.59, 0.11, -0.02, -0.02
36	-0.65, -1.63, -2.55, 0.09, -0.01, -0.01
37	-0.65, -1.52, -2.55, 0.10, -0.02, -0.02
38	-0.64, -1.38, -2.54, 0.13, -0.03, -0.02
39	-0.67, -1.34, -2.57, 0.09, -0.02, -0.01
40	-0.65, -1.65, -2.54, 0.05, -0.00, -0.02
41	-0.57, -1.36, -2.47, 0.09, 0.00, -0.01
42	-0.55, -1.42, -2.45, 0.10, -0.02, -0.01
43	-0.67, -1.31, -2.57, 0.08, -0.01, 0.00
44	-0.71, -1.55, -2.61, 0.04, -0.02, 0.01
45	-0.68, -1.70, -2.58, 0.04, -0.02, 0.02
46	-0.51, -1.20, -2.41, 0.10, 0.03, 0.05
47	-0.61, -1.34, -2.51, 0.05, 0.02, 0.05
48	-0.62, -1.41, -2.52, 0.02, 0.01, 0.04
49	-0.65, -1.25, -2.54, 0.03, 0.00, 0.03
50	-0.64, -1.28, -2.54, 0.06, -0.01, 0.01
51	-0.55, -1.24, -2.45, 0.02, -0.01, 0.00
52	-0.61, -1.27, -2.51, 0.00, -0.00, -0.01
53	-0.57, -1.33, -2.47, -0.00, -0.02, -0.01
54	-0.53, -1.40, -2.43, -0.01, -0.03, 0.00
55	-0.57, -1.41, -2.47, -0.01, -0.02, 0.01
56	-0.71, -1.55, -2.61, 0.01, -0.00, 0.02
57	-0.71, -1.32, -2.60, 0.03, 0.02, 0.02
58	-0.68, -1.28, -2.58, 0.00, 0.01, 0.01
59	-0.56, -1.17, -2.46, -0.00, -0.01, 0.00
60	-0.50, -1.11, -2.40, 0.01, -0.01, -0.00
61	-0.59, -1.39, -2.49, -0.01, -0.00, -0.01
62	-0.68, -1.63, -2.57, -0.01, 0.01, -0.02
63	-0.63, -1.42, -2.53, 0.04, -0.01, -0.01
64	-0.55, -1.15, -2.44, 0.09, -0.01, -0.00
65	-0.53, -1.22, -2.43, 0.08, -0.02, 0.01
66	-0.59, -1.42, -2.49, 0.02, 0.00, -0.00
67	-0.50, -1.39, -2.40, 0.03, -0.01, -0.00
68	-0.60, -1.23, -2.49, 0.06, -0.00, 0.01
69	-0.58, -1.17, -2.48, 0.06, -0.01, 0.02
70	-0.51, -1.18, -2.40, 0.04, 0.01, 0.03
71	-0.57, -1.27, -2.47, 0.04, 0.02, 0.02
72	-0.65, -1.30, -2.55, 0.03, 0.01, 0.01
73	-0.56, -1.24, -2.45, 0.02, 0.01, 0.03
74	-0.55, -1.25, -2.45, 0.03, 0.03, 0.04
75	-0.57, -1.29, -2.47, 0.04, 0.01, 0.03
76	-0.63, -1.34, -2.53, 0.05, 0.01, 0.02
77	-0.67, -1.25, -2.57, 0.06, 0.02, 0.01
78	-0.62, -1.03, -2.52, 0.06, 0.02, 0.01
79	-0.55, -1.06, -2.44, 0.02, 0.02, 0.01
80	-0.49, -1.06, -2.39, 0.03, 0.01, 0.01
81	-0.58, -0.98, -2.48, 0.03, 0.01, 0.01
82	-0.67, -1.23, -2.56, -0.01, 0.04, -0.00
83	-0.68, -1.30, -2.58, -0.01, 0.02, -0.00
84	-0.65, -1.35, -2.55, -0.02, 0.02, 0.02
85	-0.55, -1.21, -2.45, -0.05, 0.03, 0.03
86	-0.56, -1.23, -2.46, -0.07, 0.03, 0.02
87	-0.62, -1.31, -2.52, 0.01, 0.03, 0.03
88	-0.72, -1.37, -2.62, 0.05, 0.06, 0.04
89	-0.51, -1.05, -2.41, 0.07, 0.06, 0.03
90	-0.81, -1.04, -2.71, 0.06, 0.11, -0.02
91	-0.65, -1.27, -2.55, 0.08, 0.01, -0.00
92	-0.78, -1.28, -2.68, 0.08, 0.06, 0.04
93	-0.78, -1.65, -2.68, 0.05, 0.04, 0.05
94	-1.06, -2.56, -2.95, 0.08, 0.10, 0.04
95	-1.14, -1.44, -3.04, 0.39, 0.18, 0.08
96	-0.66, -0.11, -2.55, 0.58, 0.33, 0.15
97	-0.76, 0.64, -2.66, 0.35, 0.30, 0.10
98	-0.82, -1.06, -2.71, -0.08, 0.01, 0.08
99	-0.96, -1.11, -2.85, -0.02, 0.11, 0.10
100	-1.10, -1.46, -3.00, 0.16, 0.12, 0.10
101	-0.98, -1.18, -2.88, 0.43, 0.10, 0.12
102	-0.81, -0.14, -2.71, 0.64, 0.16, 0.17
103	-0.90, 0.09, -2.80, 0.21, 0.12, 0.08
104	-0.89, -0.05, -2.79, 0.11, 0.03, 0.10
105	-0.66, -0.50, -2.56, 0.18, 0.00, 0.14
106	-0.99, -1.15, -2.89, 0.52, -0.01, 0.23
107	-1.10, -0.86, -3.00, 0.83, 0.01, 0.20
108	-0.70, 0.49, -2.60, 0.93, 0.01, 0.23
109	-0.98, 0.81, -2.88, 0.36, 0.08, 0.10
110	-0.87, 0.54, -2.77, 0.15, -0.03, 0.03
111	-0.99, 0.27, -2.89, 0.12, -0.06, 0.01
112	-1.11, -0.14, -3.01, 0.21, -0.05, -0.01
113	-0.91, -0.25, -2.81, 0.33, -0.08, -0.01
114	-1.05, 0.10, -2.95, 0.31, -0.02, 0.00
115	-0.98, 0.49, -2.88, 0.33, 0.10, 0.07
116	-0.97, 0.68, -2.87, 0.29, 0.12, 0.06
117	-0.98, 1.13, -2.88, 0.23, 0.01, 0.08
118	-0.84, 0.89, -2.74, 0.26, 0.01, 0.12
119	-1.03, 0.33, -2.93, 0.25, -0.01, 0.09
120	-0.77, 0.86, -2.67, 0.22, -0.06, 0.08
121	-0.96, 1.10, -2.86, 0.14, 0.03, 0.06
122	-0.84, 0.96, -2.73, 0.06, 0.02, 0.05
123	-0.96, 0.75, -2.86, -0.01, 0.00, 0.02
124	-0.98, 0.62, -2.88, 0.04, -0.04, 0.02
125	-0.84, 0.91, -2.74, 0.12, -0.03, 0.03
126	-0.82, 1.42, -2.72, 0.07, -0.01, 0.01
127	-1.15, 1.19, -3.05, -0.12, -0.01, -0.03
128	-1.00, 0.96, -2.89, -0.28, -0.01, -0.04
129	-0.74, 0.97, -2.64, -0.32, -0.05, 0.02
130	-0.77, 0.88, -2.67, -0.33, -0.01, 0.04
131	-0.89, 0.26, -2.79, -0.33, -0.04, -0.03
132	-0.73, 0.16, -2.63, -0.18, -0.09, -0.05
133	-0.91, 0.04, -2.81, -0.06, -0.02, -0.05
134	-0.74, 1.01, -2.64, 0.15, 0.02, -0.03
135	-0.71, 0.61, -2.61, 0.08, -0.03, -0.06
136	-1.01, 0.63, -2.91, 0.02, -0.02, -0.07
137	-0.85, 0.80, -2.75, -0.03, 0.01, -0.02
138	-0.85, 0.63, -2.75, -0.03, 0.05, 0.01
139	-1.01, 0.29, -2.91, -0.03, 0.01, 0.01
140	-1.12, 0.25, -3.02, -0.00, 0.04, 0.04
141	-0.96, 0.54, -2.86, 0.08, 0.08, 0.10
142	-0.78, 0.57, -2.67, 0.10, 0.12, 0.12
143	-0.83, 0.86, -2.73, 0.10, 0.09, 0.09
144	-0.81, 0.78, -2.71, 0.12, 0.07, 0.11
145	-1.03, 0.61, -2.93, 0.22, 0.10, 0.12
146	-0.99, 0.87, -2.88, 0.29, 0.05, 0.13
147	-0.93, 0.91, -2.83, 0.34, 0.06, 0.15
148	-0.91, 0.95, -2.81, 0.35, 0.05, 0.16
149	-0.84, 1.09, -2.73, 0.33, -0.00, 0.15
150	-0.97, 0.94, -2.87, 0.32, -0.00, 0.14
151	-0.96, 0.84, -2.86, 0.39, 0.04, 0.18
152	-0.82, 1.64, -2.72, 0.56, 0.09, 0.22
153	-0.63, 2.15, -2.52, 0.50, 0.07, 0.20
154	-0.50, 2.24, -2.40, 0.35, 0.04, 0.14
155	-0.64, 1.81, -2.54, 0.16, -0.10, 0.05
156	-0.82, 1.28, -2.71, 0.14, -0.10, 0.02
157	-1.08, 1.14, -2.98, 0.23, -0.07, 0.05
158	-1.07, 1.23, -2.96, 0.31, 0.01, 0.12
159	-0.82, 1.75, -2.72, 0.36, 0.08, 0.16
160	-0.77, 2.02, -2.67, 0.39, 0.08, 0.18
161	-0.31, 2.43, -2.21, 0.41, 0.05, 0.16
162	-0.61, 2.43, -2.51, 0.26, 0.01, 0.05
163	-1.19, 1.57, -3.09, 0.04, -0.00, -0.05
164	-0.80, 1.81, -2.70, 0.12, -0.06, 0.06
165	-0.66, 1.80, -2.56, 0.26, 0.10, 0.14
166	-0.99, 1.65, -2.88, 0.37, 0.11, 0.17
167	-1.09, 1.84, -2.99, 0.49, 0.06, 0.22
168	-0.97, 2.38, -2.87, 0.61, 0.13, 0.32
169	-0.52, 2.74, -2.42, 0.66, 0.15, 0.37
170	-0.55, 2.61, -2.45, 0.45, 0.10, 0.27
171	-0.82, 2.44, -2.72, 0.46, 0.06, 0.26
172	-0.93, 2.60, -2.83, 0.51, 0.11, 0.29
173	-0.48, 2.97, -2.38, 0.63, 0.08, 0.38
